review_id,app,platform,rating,title,body,date,version,username
10366397433,Cardoc,ios,5,휀더 돌빵 녹슨 곳 수리했는데 만족합니다,"몇년 전 휀더에 돌빵 제대로 찍혔었는데 그대로 두었다가 범위도 커지고 녹슬어서 이번에 수리하기로 했습니다.
물론 견적도 중요했지만 사람들 후기 보고 예약했는데 아주 만족스럽네요!! 
예약부터 사장님 너무 친절하시고 딱 말씀하신 시간에 다 되어서 차량 맡긴지 6시간도 안되어서 기대했던 결과가 나왔어요ㅎㅎ
다음에 또 필요시 의뢰하려구요~!",2023-09-13T23:41:00-07:00,7.9.1,모모모들리
10362259169,Cardoc,ios,4,견적 삭제,견적서를 받으면삭제가 됬으면 좋겠다,2023-09-12T16:39:39-07:00,7.9.1,멍 기
10359499762,Cardoc,ios,3,굳 좋네요,가격 비교해서 수리받을 수 있어서 좋네요,2023-09-11T20:51:41-07:00,7.9.1,엄써엄써
10345903840,Cardoc,ios,5,이제 여기저기 전화안해도 됩니다,비교해볼수있고 후기도 볼수있어 안심하고 맡길수있구요 알아보는 시간도 줄일수있어 좋네요!,2023-09-08T00:24:42-07:00,7.9.1,초운자
10343395385,Cardoc,ios,1,장난합니까,캐롯퍼마일 보험은 애초에 차량 기입이 안되게 해놨는데 어떻게 해야하나요,2023-09-07T06:31:16-07:00,7.9.1,ㅁ어ㅓㄷㄴㅌ
10335013829,Cardoc,ios,5,필수앱,"접촉사고 나서 동네 유명하다는 공업사와 카닥으로 견적 비교를 해보니 20만원 정도 절약함. 
특히 바쁜 사람들을 위해 무료 렌트 및 무료 픽업도 선택할 수있으며(공업사마다 다름), 차알못도 호갱당하지 않음. 또한 업체 평가가 있기 때문에 본인에게 유리한 공업사를 선택하면 됨. 매우 만족👍",2023-09-04T18:02:19-07:00,7.9.1,맥시무스맥시무스
10327803744,Cardoc,ios,1,대응 문제,차량에 맞는 제품을 업체에 보내지 않아서 업체와 고객이 불편를 겪어야만 했음,2023-09-02T15:43:30-07:00,7.9.1,하도군
10311734001,Cardoc,ios,5,강력추천!!!!,첨 사용해봤는데 넘 편하고 그리고 가격비교가 너무 쉬워서 합리적인 선택을 하는데 큰 도움이 되는 어플임!! 추천합니다!!!,2023-08-29T04:49:04-07:00,7.9.0,scmin922
10296941988,Cardoc,ios,5,사용후기,사용하기 참 편리해서 좋습니다.,2023-08-25T01:29:32-07:00,7.9.0,바람난광수
10274970883,Cardoc,ios,5,깔끔하고 편한듯,잘 쓰고 있습니다,2023-08-18T23:37:15-07:00,7.9.0,말정훈
10274326666,Cardoc,ios,1,왜 견적 수정이안됩니까 답답하네요,견적 내용 잘못클릭하여 수정하려고하는데 수정이안되고 삭제도안됨,2023-08-18T18:57:33-07:00,7.9.0,ㅇㄷㄷㄷㄷㄷ
